,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,Incomplete_Rides,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating,Vehicle Images,Booking_Date,Booking_Time,Booking_Month,Total_Revenue,Total_Bookings
10340,CNR7941700208,Driver Not Found,CID933428,Prime SUV,Bellandur,Kadugodi,,557,,0,,,#NAME?,2024-07-07,17:38:00,7,11148671,20407
10341,CNR5048689426,Success,CID455026,Auto,Shivajinagar,Indiranagar,Yes,474,Debit Card,1,4.8,3.2,#NAME?,2024-07-12,18:28:00,7,11148671,20407
10342,CNR5016594539,Success,CID408617,Mini,Padmanabhanagar,Padmanabhanagar,No,450,Cash,37,3.5,3.9,#NAME?,2024-07-11,17:15:00,7,11148671,20407
10343,CNR8552894185,Success,CID687158,Prime SUV,Bellandur,RT Nagar,No,254,Cash,25,3.4,4.9,#NAME?,2024-07-28,06:16:00,7,11148671,20407
10344,CNR6772792356,Success,CID632034,Prime SUV,Koramangala,Yeshwanthpur,No,733,Cash,29,3.9,4.7,#NAME?,2024-07-29,06:34:00,7,11148671,20407
10345,CNR3689034403,Canceled by Driver,CID253306,Prime Plus,RT Nagar,Hennur,,258,,0,,,#NAME?,2024-07-07,03:32:00,7,11148671,20407
10346,CNR1117049855,Driver Not Found,CID468872,Bike,Cox Town,Shantinagar,,944,,0,,,#NAME?,2024-07-07,12:03:00,7,11148671,20407
10347,CNR7853857833,Success,CID425823,Mini,Mysore Road,Richmond Town,No,257,UPI,47,3.3,3.8,#NAME?,2024-07-02,09:52:00,7,11148671,20407
10348,CNR2249666398,Canceled by Driver,CID411767,Prime SUV,Jayanagar,Ramamurthy Nagar,,450,,0,,,#NAME?,2024-07-03,13:02:00,7,11148671,20407
10349,CNR4115652732,Success,CID254961,Auto,Kadugodi,Marathahalli,Yes,236,UPI,14,4.3,4.9,#NAME?,2024-07-13,15:06:00,7,11148671,20407
10350,CNR3690217556,Success,CID509851,Prime SUV,RT Nagar,Jayanagar,No,391,Cash,32,3.3,4.9,#NAME?,2024-07-15,22:28:00,7,11148671,20407
10351,CNR2638876488,Success,CID983094,Prime SUV,Malleshwaram,Kadugodi,No,263,UPI,20,4.5,3.3,#NAME?,2024-07-09,03:16:00,7,11148671,20407
10352,CNR9398076121,Canceled by Driver,CID550033,Auto,Bannerghatta Road,Ramamurthy Nagar,,223,,0,,,#NAME?,2024-07-23,19:49:00,7,11148671,20407
10353,CNR8846931289,Success,CID801351,eBike,Whitefield,RT Nagar,No,898,UPI,49,3.6,5.0,#NAME?,2024-07-15,08:40:00,7,11148671,20407
10354,CNR5562922611,Success,CID151736,Auto,Langford Town,Padmanabhanagar,No,1960,UPI,7,3.8,5.0,#NAME?,2024-07-09,21:10:00,7,11148671,20407
10355,CNR6640502104,Success,CID633242,Bike,Peenya,Malleshwaram,No,2690,Credit Card,29,4.8,3.1,#NAME?,2024-07-29,18:33:00,7,11148671,20407
10356,CNR9794311720,Success,CID741144,eBike,Magadi Road,Indiranagar,No,394,Cash,3,3.4,4.7,#NAME?,2024-07-26,09:50:00,7,11148671,20407
10357,CNR8283238003,Success,CID685598,Mini,BTM Layout,BTM Layout,No,354,Cash,2,4.5,3.1,#NAME?,2024-07-09,14:18:00,7,11148671,20407
10358,CNR6632811203,Success,CID745209,Prime Plus,Peenya,Devanahalli,No,207,UPI,45,4.0,3.2,#NAME?,2024-07-01,15:30:00,7,11148671,20407
10359,CNR3413621783,Canceled by Driver,CID657768,Bike,Yelahanka,Electronic City,,445,,0,,,#NAME?,2024-07-30,06:31:00,7,11148671,20407
10360,CNR4314326485,Driver Not Found,CID472430,Mini,Magadi Road,KR Puram,,701,,0,,,#NAME?,2024-07-09,02:08:00,7,11148671,20407
10361,CNR3256183295,Canceled by Customer,CID362714,eBike,Marathahalli,RT Nagar,,102,,0,,,#NAME?,2024-07-24,08:30:00,7,11148671,20407
10362,CNR6391693800,Driver Not Found,CID770511,Prime Plus,Kadugodi,Shivajinagar,,198,,0,,,#NAME?,2024-07-10,15:58:00,7,11148671,20407
10363,CNR8334972492,Canceled by Driver,CID214558,Prime Sedan,Langford Town,Kengeri,,105,,0,,,#NAME?,2024-07-13,13:57:00,7,11148671,20407
10364,CNR7403636755,Canceled by Driver,CID671941,Auto,Yelahanka,Nagarbhavi,,392,,0,,,#NAME?,2024-07-17,21:03:00,7,11148671,20407
10365,CNR2556058559,Success,CID918776,Prime Plus,Indiranagar,JP Nagar,No,274,UPI,29,4.2,4.6,#NAME?,2024-07-20,18:58:00,7,11148671,20407
10366,CNR6958570718,Success,CID161077,Auto,Banashankari,Padmanabhanagar,No,122,UPI,2,4.7,3.6,#NAME?,2024-07-29,20:32:00,7,11148671,20407
10367,CNR4520875461,Canceled by Driver,CID406484,Auto,Ramamurthy Nagar,Malleshwaram,,217,,0,,,#NAME?,2024-07-09,06:36:00,7,11148671,20407
10368,CNR5288739121,Success,CID549281,Prime Sedan,Chickpet,Koramangala,No,997,Cash,33,4.5,4.3,#NAME?,2024-07-04,15:58:00,7,11148671,20407
10369,CNR7124194848,Success,CID251407,Prime Sedan,Mysore Road,Shantinagar,No,378,UPI,8,4.1,3.8,#NAME?,2024-07-10,03:58:00,7,11148671,20407
10370,CNR4731042042,Success,CID620411,Prime SUV,Jayanagar,MG Road,No,256,UPI,33,3.4,3.3,#NAME?,2024-07-29,08:35:00,7,11148671,20407
10371,CNR6223936686,Canceled by Customer,CID737783,Auto,Hulimavu,Frazer Town,,439,,0,,,#NAME?,2024-07-14,22:33:00,7,11148671,20407
10372,CNR7288339579,Canceled by Driver,CID820890,Auto,BTM Layout,Tumkur Road,,495,,0,,,#NAME?,2024-07-24,19:46:00,7,11148671,20407
10373,CNR5531122057,Success,CID671003,Prime SUV,Magadi Road,Hebbal,No,431,Cash,26,4.9,3.2,#NAME?,2024-07-14,06:57:00,7,11148671,20407
10374,CNR9682170990,Success,CID692138,Prime Sedan,Yeshwanthpur,Chamarajpet,No,156,Cash,25,4.7,4.4,#NAME?,2024-07-02,23:06:00,7,11148671,20407
10375,CNR5862976811,Success,CID578920,eBike,Hosur Road,Hosur Road,No,350,Credit Card,36,3.1,4.6,#NAME?,2024-07-12,08:08:00,7,11148671,20407
10376,CNR2926038261,Driver Not Found,CID136155,Prime Sedan,Kengeri,Tumkur Road,,500,,0,,,#NAME?,2024-07-23,19:35:00,7,11148671,20407
10377,CNR2510841958,Success,CID267197,Mini,Chamarajpet,Hennur,No,134,UPI,16,3.5,3.7,#NAME?,2024-07-07,16:02:00,7,11148671,20407
10378,CNR5418512309,Success,CID144696,Prime Sedan,Hosur Road,Nagarbhavi,No,157,Cash,41,4.4,4.0,#NAME?,2024-07-14,03:49:00,7,11148671,20407
10379,CNR3560790363,Success,CID499343,Prime Plus,Hulimavu,Richmond Town,No,369,Cash,41,4.9,3.5,#NAME?,2024-07-28,10:51:00,7,11148671,20407
10380,CNR5349442503,Canceled by Driver,CID766949,Bike,Basavanagudi,Indiranagar,,403,,0,,,#NAME?,2024-07-26,17:23:00,7,11148671,20407
10381,CNR9507656827,Canceled by Customer,CID140344,Bike,Shantinagar,Cox Town,,200,,0,,,#NAME?,2024-07-19,08:15:00,7,11148671,20407
10382,CNR6380674295,Success,CID187317,Bike,Majestic,Richmond Town,No,470,Cash,41,3.7,3.6,#NAME?,2024-07-25,21:38:00,7,11148671,20407
10383,CNR5359152857,Success,CID815486,Auto,Majestic,Jayanagar,No,1863,Cash,18,4.6,4.8,#NAME?,2024-07-20,12:19:00,7,11148671,20407
10384,CNR3765566952,Canceled by Driver,CID205343,Bike,MG Road,HSR Layout,,968,,0,,,#NAME?,2024-07-06,05:42:00,7,11148671,20407
10385,CNR9874391527,Success,CID588779,Prime Plus,HSR Layout,Nagarbhavi,No,171,UPI,17,3.5,4.5,#NAME?,2024-07-27,02:25:00,7,11148671,20407
10386,CNR9628862263,Canceled by Driver,CID660407,Prime Sedan,Peenya,Shantinagar,,364,,0,,,#NAME?,2024-07-04,15:51:00,7,11148671,20407
10387,CNR4291586533,Success,CID254419,Bike,Yelahanka,Tumkur Road,No,300,Cash,3,4.1,3.2,#NAME?,2024-07-12,14:26:00,7,11148671,20407
10388,CNR2082988803,Canceled by Customer,CID102372,Prime Plus,JP Nagar,Rajarajeshwari Nagar,,268,,0,,,#NAME?,2024-07-01,17:30:00,7,11148671,20407
10389,CNR8431654845,Canceled by Driver,CID791153,Prime SUV,KR Puram,Nagarbhavi,,171,,0,,,#NAME?,2024-07-19,20:23:00,7,11148671,20407
10390,CNR8680006638,Success,CID565488,Mini,Bannerghatta Road,Shantinagar,No,151,UPI,5,3.8,4.2,#NAME?,2024-07-26,10:54:00,7,11148671,20407
10391,CNR6927761986,Success,CID136343,Prime Sedan,Varthur,Chickpet,No,2326,Cash,2,4.9,3.7,#NAME?,2024-07-23,23:34:00,7,11148671,20407
10392,CNR4926938651,Success,CID632021,Prime Plus,Langford Town,Shantinagar,No,616,Cash,15,4.0,3.0,#NAME?,2024-07-15,20:46:00,7,11148671,20407
10393,CNR4640843300,Success,CID159034,Auto,Kammanahalli,Kengeri,No,196,UPI,1,4.0,3.8,#NAME?,2024-07-15,22:56:00,7,11148671,20407
10394,CNR9107548096,Canceled by Driver,CID919344,Prime Sedan,Bellandur,Rajajinagar,,395,,0,,,#NAME?,2024-07-10,05:17:00,7,11148671,20407
10395,CNR9501337376,Canceled by Driver,CID375254,Mini,Hulimavu,Electronic City,,121,,0,,,#NAME?,2024-07-24,07:10:00,7,11148671,20407
10396,CNR7994852936,Success,CID561638,Prime Plus,Sarjapur Road,Rajarajeshwari Nagar,No,239,UPI,10,3.5,3.9,#NAME?,2024-07-13,03:47:00,7,11148671,20407
10397,CNR6593071205,Success,CID329693,Mini,Shantinagar,Magadi Road,No,299,Cash,7,3.5,3.6,#NAME?,2024-07-24,22:59:00,7,11148671,20407
10398,CNR9153075509,Canceled by Driver,CID940478,Auto,Bannerghatta Road,Sahakar Nagar,,515,,0,,,#NAME?,2024-07-19,19:24:00,7,11148671,20407
10399,CNR2294830397,Success,CID503762,Mini,MG Road,Jayanagar,No,1113,UPI,37,3.7,3.6,#NAME?,2024-07-02,09:08:00,7,11148671,20407
10400,CNR6962674730,Success,CID428189,eBike,KR Puram,Kengeri,No,367,UPI,9,3.4,3.7,#NAME?,2024-07-18,13:43:00,7,11148671,20407
10401,CNR4238536614,Success,CID365319,Mini,Basavanagudi,Ulsoor,No,300,Cash,49,3.2,4.3,#NAME?,2024-07-11,06:13:00,7,11148671,20407
10402,CNR8527694907,Driver Not Found,CID107784,Auto,Richmond Town,Hosur Road,,208,,0,,,#NAME?,2024-07-14,18:00:00,7,11148671,20407
10403,CNR1241153496,Success,CID696951,Bike,Hennur,Hosur Road,No,418,UPI,42,4.1,4.3,#NAME?,2024-07-07,11:31:00,7,11148671,20407
10404,CNR7908240115,Canceled by Driver,CID748573,Bike,Peenya,Peenya,,253,,0,,,#NAME?,2024-07-10,18:23:00,7,11148671,20407
10405,CNR5986159764,Driver Not Found,CID747765,Prime Sedan,Cox Town,Hosur Road,,1268,,0,,,#NAME?,2024-07-22,19:26:00,7,11148671,20407
10406,CNR4122054859,Canceled by Driver,CID812426,Mini,Malleshwaram,Basavanagudi,,264,,0,,,#NAME?,2024-07-24,10:04:00,7,11148671,20407
10407,CNR3881856904,Success,CID402275,eBike,Bellandur,Indiranagar,No,564,UPI,15,3.1,4.6,#NAME?,2024-07-25,04:41:00,7,11148671,20407
10408,CNR4573512017,Canceled by Driver,CID498143,Mini,Yeshwanthpur,Marathahalli,,332,,0,,,#NAME?,2024-07-13,09:16:00,7,11148671,20407
10409,CNR2747426513,Success,CID813045,Bike,Shantinagar,Ulsoor,No,281,Cash,23,3.6,4.6,#NAME?,2024-07-27,10:28:00,7,11148671,20407
10410,CNR7170435875,Success,CID588823,Mini,Bannerghatta Road,Vijayanagar,No,264,UPI,19,4.8,3.3,#NAME?,2024-07-15,02:18:00,7,11148671,20407
10411,CNR1301162276,Success,CID867336,Mini,Indiranagar,Marathahalli,No,192,Credit Card,35,3.6,3.6,#NAME?,2024-07-11,05:49:00,7,11148671,20407
10412,CNR1503657417,Success,CID987467,eBike,Langford Town,Yelahanka,No,793,Cash,30,4.0,3.6,#NAME?,2024-07-13,14:32:00,7,11148671,20407
10413,CNR5935491607,Success,CID305813,Auto,Yeshwanthpur,Sarjapur Road,No,767,UPI,4,4.7,4.5,#NAME?,2024-07-01,13:30:00,7,11148671,20407
10414,CNR5625334959,Success,CID707875,eBike,Nagarbhavi,Majestic,Yes,843,UPI,39,4.2,4.3,#NAME?,2024-07-11,05:10:00,7,11148671,20407
10415,CNR7533976288,Success,CID546742,Bike,KR Puram,Shantinagar,Yes,294,UPI,46,4.1,3.2,#NAME?,2024-07-28,13:33:00,7,11148671,20407
10416,CNR8548418387,Success,CID859938,eBike,Hennur,Magadi Road,No,968,UPI,39,4.1,4.9,#NAME?,2024-07-03,19:38:00,7,11148671,20407
10417,CNR2121139175,Success,CID743649,Prime SUV,Chickpet,Langford Town,No,182,UPI,21,3.4,3.8,#NAME?,2024-07-22,06:08:00,7,11148671,20407
10418,CNR7360348725,Canceled by Driver,CID988192,Mini,Shantinagar,Bellandur,,327,,0,,,#NAME?,2024-07-21,20:50:00,7,11148671,20407
10419,CNR9318816376,Canceled by Driver,CID719602,eBike,Peenya,HSR Layout,,174,,0,,,#NAME?,2024-07-04,19:20:00,7,11148671,20407
10420,CNR2140958207,Success,CID963106,Prime Sedan,Varthur,Hennur,Yes,1784,Cash,46,4.8,4.5,#NAME?,2024-07-26,14:34:00,7,11148671,20407
10421,CNR7249454064,Success,CID235370,Mini,Chamarajpet,Padmanabhanagar,No,223,UPI,39,4.7,3.0,#NAME?,2024-07-12,20:11:00,7,11148671,20407
10422,CNR7642555827,Success,CID351515,eBike,Peenya,Langford Town,No,442,UPI,21,3.6,4.5,#NAME?,2024-07-11,01:39:00,7,11148671,20407
10423,CNR1363573137,Success,CID234225,eBike,Varthur,Hulimavu,No,259,Cash,30,3.1,4.9,#NAME?,2024-07-03,15:12:00,7,11148671,20407
10424,CNR7099723649,Success,CID402097,Prime Plus,Sarjapur Road,Banashankari,No,241,UPI,13,5.0,3.7,#NAME?,2024-07-15,03:50:00,7,11148671,20407
10425,CNR2412183445,Success,CID866861,eBike,Langford Town,Chamarajpet,No,351,Cash,29,4.8,4.6,#NAME?,2024-07-05,03:15:00,7,11148671,20407
10426,CNR6500239066,Success,CID834683,Prime SUV,Jayanagar,Shantinagar,No,478,Cash,18,4.6,4.5,#NAME?,2024-07-24,08:50:00,7,11148671,20407
10427,CNR1451151428,Success,CID717462,Bike,HSR Layout,Ulsoor,No,2954,Cash,42,3.0,4.7,#NAME?,2024-07-29,07:56:00,7,11148671,20407
10428,CNR4016915474,Success,CID696746,Mini,Cox Town,RT Nagar,No,380,Cash,18,4.4,4.4,#NAME?,2024-07-26,14:39:00,7,11148671,20407
10429,CNR3177973791,Canceled by Driver,CID452988,Prime SUV,Cox Town,Yeshwanthpur,,467,,0,,,#NAME?,2024-07-13,05:12:00,7,11148671,20407
10430,CNR6575862258,Canceled by Driver,CID946604,Mini,Indiranagar,Hennur,,275,,0,,,#NAME?,2024-07-25,16:38:00,7,11148671,20407
10431,CNR2811278043,Success,CID226194,Prime Plus,Magadi Road,Indiranagar,No,483,Cash,9,4.2,3.3,#NAME?,2024-07-06,09:46:00,7,11148671,20407
10432,CNR2175339857,Success,CID313647,Prime Sedan,Rajarajeshwari Nagar,Devanahalli,No,537,Cash,14,4.5,3.3,#NAME?,2024-07-22,04:14:00,7,11148671,20407
10433,CNR8417715348,Canceled by Driver,CID604984,Auto,Banashankari,Tumkur Road,,330,,0,,,#NAME?,2024-07-02,00:53:00,7,11148671,20407
10434,CNR3207180827,Success,CID928479,eBike,Kadugodi,Chamarajpet,No,176,Cash,23,4.5,3.8,#NAME?,2024-07-25,06:22:00,7,11148671,20407
10435,CNR4913021099,Canceled by Driver,CID404135,Prime Sedan,Yelahanka,Padmanabhanagar,,572,,0,,,#NAME?,2024-07-20,13:31:00,7,11148671,20407
10436,CNR1436250652,Canceled by Driver,CID650791,Auto,Ulsoor,Ulsoor,,1549,,0,,,#NAME?,2024-07-01,06:38:00,7,11148671,20407
10437,CNR5853071058,Success,CID748200,Prime Sedan,Hosur Road,Padmanabhanagar,No,2771,UPI,36,3.3,4.9,#NAME?,2024-07-06,08:53:00,7,11148671,20407
10438,CNR6000059207,Driver Not Found,CID929442,eBike,Sahakar Nagar,Frazer Town,,711,,0,,,#NAME?,2024-07-05,06:58:00,7,11148671,20407
10439,CNR9720655351,Driver Not Found,CID313058,eBike,Malleshwaram,Ramamurthy Nagar,,957,,0,,,#NAME?,2024-07-22,13:25:00,7,11148671,20407
10440,CNR6675335391,Success,CID974849,Prime Plus,Hebbal,Kengeri,No,833,Cash,25,3.9,4.1,#NAME?,2024-07-11,09:07:00,7,11148671,20407
10441,CNR3807567773,Success,CID787599,eBike,KR Puram,Nagarbhavi,No,327,UPI,39,4.7,3.7,#NAME?,2024-07-27,17:21:00,7,11148671,20407
10442,CNR5027689241,Canceled by Driver,CID248526,Prime Plus,Shantinagar,RT Nagar,,401,,0,,,#NAME?,2024-07-07,11:51:00,7,11148671,20407
10443,CNR1515969429,Canceled by Customer,CID948785,eBike,Vijayanagar,KR Puram,,188,,0,,,#NAME?,2024-07-29,01:52:00,7,11148671,20407
10444,CNR1268004868,Canceled by Customer,CID746786,Auto,Peenya,Hebbal,,135,,0,,,#NAME?,2024-07-10,07:41:00,7,11148671,20407
10445,CNR1033929354,Success,CID731890,Auto,Basavanagudi,Whitefield,No,187,UPI,5,4.2,4.1,#NAME?,2024-07-10,18:50:00,7,11148671,20407
10446,CNR4186150113,Success,CID572008,Prime Plus,Basavanagudi,Frazer Town,No,105,Cash,15,3.4,3.5,#NAME?,2024-07-07,09:30:00,7,11148671,20407
10447,CNR6852931364,Canceled by Driver,CID138044,Prime SUV,MG Road,RT Nagar,,553,,0,,,#NAME?,2024-07-05,18:49:00,7,11148671,20407
10448,CNR1610059748,Canceled by Driver,CID742785,Bike,HSR Layout,Basavanagudi,,391,,0,,,#NAME?,2024-07-13,15:53:00,7,11148671,20407
10449,CNR9987156465,Success,CID551102,Prime SUV,Kammanahalli,Malleshwaram,No,881,UPI,22,4.2,3.5,#NAME?,2024-07-23,01:59:00,7,11148671,20407
10450,CNR7505055959,Canceled by Driver,CID394565,Mini,Hebbal,Kammanahalli,,212,,0,,,#NAME?,2024-07-03,23:41:00,7,11148671,20407
10451,CNR4475519498,Success,CID690978,Prime Sedan,KR Puram,Kadugodi,No,349,Cash,1,3.0,4.7,#NAME?,2024-07-02,06:47:00,7,11148671,20407
10452,CNR8556105717,Canceled by Driver,CID322688,Bike,Chickpet,Kammanahalli,,282,,0,,,#NAME?,2024-07-12,06:27:00,7,11148671,20407
10453,CNR6011740467,Driver Not Found,CID496579,Bike,Devanahalli,Marathahalli,,850,,0,,,#NAME?,2024-07-27,04:58:00,7,11148671,20407
10454,CNR4414176736,Driver Not Found,CID555613,Prime Sedan,Rajajinagar,Koramangala,,444,,0,,,#NAME?,2024-07-18,15:59:00,7,11148671,20407
10455,CNR7638836680,Canceled by Driver,CID626831,eBike,Basavanagudi,Shantinagar,,318,,0,,,#NAME?,2024-07-03,09:24:00,7,11148671,20407
10456,CNR3452857465,Success,CID504531,Mini,Majestic,Nagarbhavi,No,309,Cash,22,3.1,3.0,#NAME?,2024-07-11,07:16:00,7,11148671,20407
10457,CNR9592069812,Success,CID812836,Prime Plus,Varthur,Kengeri,No,497,UPI,3,4.9,4.7,#NAME?,2024-07-24,17:10:00,7,11148671,20407
10458,CNR3299883445,Success,CID640900,Prime SUV,RT Nagar,Langford Town,No,302,Cash,5,3.5,4.8,#NAME?,2024-07-15,09:44:00,7,11148671,20407
10459,CNR2569642974,Success,CID318940,Bike,Frazer Town,Hennur,No,447,Cash,42,3.3,3.9,#NAME?,2024-07-07,06:52:00,7,11148671,20407
10460,CNR4668233825,Success,CID220992,eBike,Basavanagudi,Mysore Road,No,906,Cash,42,4.0,3.2,#NAME?,2024-07-30,07:53:00,7,11148671,20407
10461,CNR6540386216,Driver Not Found,CID734597,Auto,Richmond Town,Basavanagudi,,235,,0,,,#NAME?,2024-07-22,12:51:00,7,11148671,20407
10462,CNR8663381426,Success,CID231839,Prime Plus,Varthur,Indiranagar,Yes,1577,Cash,26,4.3,3.0,#NAME?,2024-07-19,18:24:00,7,11148671,20407
10463,CNR5994266097,Canceled by Driver,CID337476,Mini,Padmanabhanagar,Shivajinagar,,387,,0,,,#NAME?,2024-07-24,15:05:00,7,11148671,20407
10464,CNR8060271933,Success,CID158836,Auto,Yeshwanthpur,Rajarajeshwari Nagar,No,2891,Cash,17,3.0,3.9,#NAME?,2024-07-02,17:52:00,7,11148671,20407
10465,CNR7816906268,Success,CID969541,Prime SUV,Langford Town,JP Nagar,No,246,Cash,44,4.1,3.7,#NAME?,2024-07-08,17:33:00,7,11148671,20407
10466,CNR3870280088,Driver Not Found,CID286798,Prime Sedan,Majestic,Yelahanka,,550,,0,,,#NAME?,2024-07-14,15:12:00,7,11148671,20407
10467,CNR9418151005,Success,CID620356,Prime Sedan,Ramamurthy Nagar,BTM Layout,No,361,Cash,25,3.1,3.8,#NAME?,2024-07-13,12:08:00,7,11148671,20407
10468,CNR3354977507,Success,CID481296,Prime Sedan,Mysore Road,Padmanabhanagar,No,370,Cash,47,4.4,4.2,#NAME?,2024-07-28,17:26:00,7,11148671,20407
10469,CNR6982014825,Driver Not Found,CID559470,Auto,Vijayanagar,KR Puram,,189,,0,,,#NAME?,2024-07-16,18:22:00,7,11148671,20407
10470,CNR4723528203,Success,CID130760,Prime Plus,Devanahalli,Langford Town,No,446,Cash,48,5.0,4.9,#NAME?,2024-07-02,04:38:00,7,11148671,20407
10471,CNR3259871157,Canceled by Driver,CID648735,Prime Plus,Whitefield,JP Nagar,,364,,0,,,#NAME?,2024-07-25,12:52:00,7,11148671,20407
10472,CNR8409633372,Canceled by Driver,CID541758,eBike,HSR Layout,Kadugodi,,487,,0,,,#NAME?,2024-07-02,05:14:00,7,11148671,20407
10473,CNR7646891250,Success,CID641708,Prime SUV,Hosur Road,Kadugodi,No,114,Cash,27,4.9,3.6,#NAME?,2024-07-12,18:14:00,7,11148671,20407
10474,CNR1163011960,Success,CID401429,Mini,Devanahalli,Padmanabhanagar,No,440,UPI,38,3.9,3.3,#NAME?,2024-07-27,00:24:00,7,11148671,20407
10475,CNR3518399672,Success,CID211934,Prime SUV,Peenya,BTM Layout,No,520,Cash,23,4.9,4.6,#NAME?,2024-07-27,08:33:00,7,11148671,20407
10476,CNR2572342356,Canceled by Driver,CID178810,Prime Sedan,Tumkur Road,RT Nagar,,619,,0,,,#NAME?,2024-07-19,18:13:00,7,11148671,20407
10477,CNR1678792110,Success,CID897029,Prime Plus,Kadugodi,Ramamurthy Nagar,No,261,Cash,27,4.7,3.3,#NAME?,2024-07-18,17:19:00,7,11148671,20407
10478,CNR8826796446,Success,CID558247,eBike,Kadugodi,Majestic,No,246,Cash,17,4.2,4.4,#NAME?,2024-07-15,13:58:00,7,11148671,20407
10479,CNR9260564057,Success,CID964048,Auto,Varthur,Chamarajpet,No,290,UPI,18,4.6,4.5,#NAME?,2024-07-03,09:22:00,7,11148671,20407
10480,CNR8537530896,Success,CID350119,Bike,BTM Layout,Rajajinagar,No,486,UPI,28,3.4,4.0,#NAME?,2024-07-11,17:58:00,7,11148671,20407
10481,CNR5724973363,Success,CID146196,Mini,Koramangala,Langford Town,No,904,Cash,49,3.5,4.2,#NAME?,2024-07-23,12:31:00,7,11148671,20407
10482,CNR6882109832,Driver Not Found,CID104418,Prime Sedan,Rajajinagar,Shivajinagar,,1576,,0,,,#NAME?,2024-07-13,02:27:00,7,11148671,20407
10483,CNR1926634419,Canceled by Driver,CID451331,Prime Sedan,Chickpet,Richmond Town,,192,,0,,,#NAME?,2024-07-30,04:42:00,7,11148671,20407
10484,CNR7433465424,Success,CID668820,eBike,Banashankari,Hebbal,No,2418,UPI,14,3.1,3.2,#NAME?,2024-07-17,00:16:00,7,11148671,20407
10485,CNR1245525568,Canceled by Driver,CID929864,Prime Plus,Ulsoor,Hebbal,,198,,0,,,#NAME?,2024-07-29,18:51:00,7,11148671,20407
10486,CNR6345116675,Success,CID912775,Mini,Hebbal,Varthur,No,505,Cash,33,4.9,3.2,#NAME?,2024-07-25,21:37:00,7,11148671,20407
10487,CNR8932477934,Driver Not Found,CID799207,Prime Plus,Nagarbhavi,Koramangala,,186,,0,,,#NAME?,2024-07-15,21:14:00,7,11148671,20407
10488,CNR6375009284,Canceled by Driver,CID774321,Prime SUV,Majestic,Kadugodi,,133,,0,,,#NAME?,2024-07-05,11:03:00,7,11148671,20407
10489,CNR4444802368,Success,CID468129,Mini,Chamarajpet,Sarjapur Road,No,502,UPI,1,3.1,3.6,#NAME?,2024-07-07,02:24:00,7,11148671,20407
10490,CNR2543983321,Canceled by Driver,CID412729,Prime Sedan,Ulsoor,Jayanagar,,357,,0,,,#NAME?,2024-07-26,11:01:00,7,11148671,20407
10491,CNR6278003235,Driver Not Found,CID111906,Prime Plus,Kengeri,BTM Layout,,518,,0,,,#NAME?,2024-07-17,11:33:00,7,11148671,20407
10492,CNR4011078992,Success,CID762965,Mini,Indiranagar,Shivajinagar,No,307,UPI,38,4.2,3.0,#NAME?,2024-07-09,20:50:00,7,11148671,20407
10493,CNR4394931759,Success,CID108740,Prime SUV,Frazer Town,Bannerghatta Road,No,832,UPI,26,3.2,3.8,#NAME?,2024-07-13,17:58:00,7,11148671,20407
10494,CNR6617330690,Driver Not Found,CID177311,eBike,Ulsoor,HSR Layout,,155,,0,,,#NAME?,2024-07-02,07:16:00,7,11148671,20407
10495,CNR8466756737,Canceled by Driver,CID354045,Prime SUV,MG Road,Bellandur,,390,,0,,,#NAME?,2024-07-24,23:02:00,7,11148671,20407
10496,CNR3858211809,Success,CID358299,Prime Plus,Hebbal,Magadi Road,No,157,UPI,16,3.3,3.4,#NAME?,2024-07-28,18:00:00,7,11148671,20407
10497,CNR1657136093,Success,CID963128,Auto,Padmanabhanagar,Tumkur Road,No,366,UPI,12,4.5,4.4,#NAME?,2024-07-17,07:19:00,7,11148671,20407
10498,CNR9599775169,Success,CID422313,Mini,Varthur,Peenya,No,667,UPI,9,3.4,3.5,#NAME?,2024-07-01,12:52:00,7,11148671,20407
10499,CNR8250217837,Canceled by Customer,CID563788,Prime SUV,Bellandur,Marathahalli,,155,,0,,,#NAME?,2024-07-11,18:32:00,7,11148671,20407
10500,CNR4614950236,Canceled by Driver,CID676961,eBike,Langford Town,Rajarajeshwari Nagar,,136,,0,,,#NAME?,2024-07-26,19:59:00,7,11148671,20407
10501,CNR6822722333,Success,CID364047,Bike,Majestic,Koramangala,No,327,Cash,16,3.2,3.2,#NAME?,2024-07-12,18:14:00,7,11148671,20407
10502,CNR5597207665,Success,CID506940,Mini,Jayanagar,Padmanabhanagar,No,179,UPI,36,4.1,4.3,#NAME?,2024-07-13,01:16:00,7,11148671,20407
10503,CNR8232367113,Canceled by Driver,CID596617,Prime Plus,Varthur,Malleshwaram,,211,,0,,,#NAME?,2024-07-17,00:47:00,7,11148671,20407
10504,CNR8539623811,Success,CID686344,Bike,Bellandur,Varthur,No,149,Credit Card,15,4.9,4.2,#NAME?,2024-07-16,03:44:00,7,11148671,20407
10505,CNR9429433572,Canceled by Customer,CID622481,Prime SUV,Banashankari,Shantinagar,,963,,0,,,#NAME?,2024-07-30,11:04:00,7,11148671,20407
